ID,Grupo,Área,"Nombre del
Activo",Descripción del Activo,Formato,Serie / Subserie,El activo de información está relacionado con el manejo de recursos de origen gubernamental,"Idioma de la información
(o tecnología asociada)","Fecha de generación del
activo de información",Fecha de determinación de clasificación de sensibilidad (y transparencia),Fecha de última revisión y actualización,Duración (años) status de clasificado o reservado,Dias transcurridos desde la última revisión,"Propietario (responsable) del activo 
(área o cargo)","Custodio del
Activo",Localización del Activo,Plazo de la Clasificacion o la Reserva
143,Vp Financiera y de Tesorería,Planeación Financiera,Gestión Del Presupuesto,Informes con comparativos entre ejecución y presupuesto,Xls/Docx/PDF/Accs/txt,Presupuesto,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Planeación Financiera,Planeación Financiera,"Fileserver: \\FDNFS\Financiero\Planeación Financiera\Informes Junta Directiva Access
Fileserver: \\FDNFS\Financiero\Planeación Financiera\Seguimiento Ejecución Presupuestal
Pegaso: #PEGASO/Financiera/03 Gestión de planeación Financiera/ 01 Gestión del Presupuesto",Maximo que determine la ley
144,Vp Financiera y de Tesorería,Dirección de Control Financiero,Impuestos,"Calculo De Impuestos, Archivos De Transmisión Y Documentos Soportes, Información Exogena, Declaraciones generados por la DIAN o por la SHD (PDF)",Xls/PDF/Docx/Pptx,Declaraciones Tributarias,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión Financiera,Gestión Financiera,"Fileserver: FDNS\Contabilidad
Pegaso: Financiera\Gestión Contable\07 Gestión tributaria",Maximo que determine la ley
145,VP Financiera,Gestión financiera,Informes De Cierre Presupuestal,Informes De Cierre Presupuestal,Xls /Docx /PDF,Informes / Informes De Ejecución Presupuestal,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión Financiera,Gestión Financiera,Fileserver,Maximo que determine la ley
146,Vp Financiera y de Tesorería,Planeación Financiera,Modelo de Rentabilidad,Informes de ejecución por centro de costo y modelo de rentabilidad,Xls/Docx/PDF/Accs/txt,Informes / Informes De Ejecución Presupuestal,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Planeación Financiera,Planeación Financiera,"Fileserver: \\FDNFS\Financiero\Planeación Financiera\Modelo Gastos Directos e Indirectos
Pegaso: #PEGASO/Financiera/03 Gestión de planeación Financiera/ 02 Gestión financiera por centro de costos",Maximo que determine la ley
147,VP Financiera,Gestión financiera,Informes De Resultados Periodicos,Informes De Resultados Periodicos,Xls /Docx /PDF,Informes / Informe De Gestión,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión Financiera,Gestión Financiera,Fileserver,Maximo que determine la ley
148,Vp Financiera y de Tesorería,Dirección de Control Financiero,Libro mayor y balance diario,Documento que tiene la información de los moviemientos diarios que se estén realizando. Se genera de SAP,PDF,Libros Contables Principales,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,"Dirección de Control Financiero
Dirección de Operaciones","Dirección de Control Financiero
Dirección de Operaciones","Fileserver: FDNS\Contabilidad\Libro mayor y balances
Pegaso: Financiera\Gestión Contable\08 Libros Oficiales\ Libro mayor diario",Maximo que determine la ley
149,Vp Financiera y de Tesorería,Dirección ALM,Plan De Contingencia De Liquidez,Plan De Contingencia De Liquidez,Docx / PDF,Planes / Plan De Contingencia De Liquidez,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección ALM,Dirección ALM,Fileserver,Maximo que determine la ley
150,VP Financiera,Gestión financiera,Políticas De Inversión,Políticas De Inversión,Docx / PDF,Politicas / Políticas De Inversión,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Alm,Dirección Alm,Fileserver,Maximo que determine la ley
151,Vp Financiera y de Tesorería,Dirección de Control Financiero,Portal Web Dian,"Consulta Normatividad, Formatos, transmsión y presentación de las declaraciones e información exogena",Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,"Dirección de Control Financiero
Dirección de Operaciones",DIAN,www.DIAN.gov.co,Maximo que determine la ley
152,VP Financiera,Gestión financiera,Registros Comité De Activos Y Pasivos (Alco),Registros Comité De Activos Y Pasivos (Alco),Docx / PDF,Registros Comité De Activos Y Pasivos (Alco),No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Alm,Dirección Alm,Fileserver,Maximo que determine la ley
153,VP Financiera,Gestión financiera,Reportes Tasa De Fondeo,Reportes Tasa De Fondeo,Xls /Docx /PDF,Reportes Tasa De Fondeo,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Planeación Financiera,Dirección De Planeación Financiera,Fileserver,Maximo que determine la ley
154,VP Financiera,Contabilidad,Xbrl (Sistema),Generar Informes De Estados Financieros En Formato Brlx,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,"Gestión Financiera
TTHH","Gestión Financiera
TTHH",Fileserver,Maximo que determine la ley
156,Vp Financiera y de Tesorería,Dirección ALM,Contratos Y Ordenes De Compra,"Contratos Y Ordenes De Compra (emisiones, créditos pasivos, calificadoras)",Docx / PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección ALM,Dirección ALM,Fileserver:,Maximo que determine la ley
157,VP Financiera,Gestión financiera,Plan de Negocios,"Modelo Para Generación De La Tasa Minima De Referencia Para Los Creditos Que Otorga La Fdn
Modelo Zdf
Archivos De Flujos
Curvas
Valoración Histórica
Zero Discount Factor Simulador
New Asset Allocation",Xls /Docx /PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión financiera,Gestión financiera,Fileserver,Maximo que determine la ley
157,VP Financiera,Gestión financiera,Pricing,Modelo de proyecciones de estados financieros para elaboración del plan de negocios.,Xls /Docx /PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión financiera,Gestión financiera,Fileserver,Maximo que determine la ley
159,Vp Desarrollo de Negocios e Innovación,Jefatura de Investigaciones Económicas,Evaluación Impacto 4G,Modelo econometrico que evalua el impacto de los proyectos 4G sobre el crecimiento económico,Xls /Docx /PDF,Informes / Informes De Gestión,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Jefatura de Investigaciones Económicas,Jefatura de Investigaciones Económicas,Fileserver:,Maximo que determine la ley
161,Vp Desarrollo de Negocios e Innovación,Jefatura de Investigaciones Económicas,Indicador de Impacto,Metricas de impacto de los proyectos en donde FDN tiene participación,Xls /PPt/PDF,Indicadores / Indicadores De Impacto De Proyectos,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Jefatura de Investigaciones Económicas,Jefatura de Investigaciones Económicas,Fileserver,Maximo que determine la ley
162,Vp Desarrollo de Negocios e Innovación,Gerencia de Desarrollo de Negocios,Fichas sectorial,"Documento que recoje la principal información de los sectores (TICS, Educación, agua y salud) en terminos regulatorios, descripciones y a nivel de desarrollo de oportunos",Xls /Docx /PDF,Informes / Informes Estratégico Sectorial,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gerencia de Desarrollo de Negocios,Gerencia de Desarrollo de Negocios,Fileserver: \\FDNFS\Desarrollo de Negocios\Unidad de Desarrollo de Negocios\Información sectorial,Maximo que determine la ley
163,Vp Desarrollo de Negocios e Innovación,Jefatura de Investigaciones Económicas,Portales Web de Consulta,"Portales web para Consulta De Datos Económicos Y Financieros:
Banco De La República
Banco Mundial
Cepal
Dane
FMI
SFC
Bloomberg",Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gerencia de Desarrollo de Negocios,Gerencia de Desarrollo de Negocios,Fileserver: \\FDNFS\Desarrollo de Negocios\Unidad de Desarrollo de Negocios\Consultorias contratadas,Maximo que determine la ley
164,Presidencia,Análisis económico,Portal Web Banco Mundial,Consulta De Datos Económicos Y Financieros,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Servicios corporativos,Servicios corporativos,Fileserver,Maximo que determine la ley
165,Presidencia,Análisis económico,Portal Web Banco Mundial / Client Connection,Seguimiento De La Ejecución De Los Recursos De La Donación; Solicitud De Recursos Adicionales,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Servicios corporativos,Servicios corporativos,Fileserver,Maximo que determine la ley
166,Presidencia,Análisis económico,Portal Web Banco Mundial / Step,Seguimiento De Las Contrataciones Del Plan De Adquisiciones (Donación),Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Servicios corporativos,Servicios corporativos,Fileserver,Maximo que determine la ley
167,Presidencia,Análisis económico,Portal Web Cepal,Consulta De Datos Económicos Y Financieros,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Servicios corporativos,Servicios corporativos,Fileserver,Maximo que determine la ley
168,Presidencia,Análisis económico,Portal Web Dane,Consulta De Datos Económicos Y Financieros,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Servicios corporativos,Servicios corporativos,Fileserver,Maximo que determine la ley
169,Presidencia,Análisis económico,Portal Web Fmi,Consulta De Datos Económicos Y Financieros,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Servicios corporativos,Servicios corporativos,Fileserver,Maximo que determine la ley
170,Presidencia,Análisis económico,Portal Web Superfinanciera,Consulta De Datos Económicos Y Financieros; Consulta De Profesionales Registrados Amv,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Servicios corporativos,Servicios corporativos,Fileserver,Maximo que determine la ley
171,Presidencia,Análisis económico,Portal Web World Economic Forum,Consulta De Datos Económicos Y Financieros,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,servicios corporativos,Servicios corporativos,Fileserver,Maximo que determine la ley
173,Vp Desarrollo de Negocios e Innovación,Jefatura de Investigaciones Económicas,Consolidación Resultados R E Incorporación Variables,Modelos Econométricos (Archivo Madre De Proyecciones Económicas),Xls /Docx /PDF,Investigaciones / Macroeconómicas,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Servicios corporativos,Servicios corporativos,Fileserver,Maximo que determine la ley
178,Presidencia,Análisis económico,Serv Corporativos / Matriz De Seguimiento A Alianzas Y Convenios,Consolidación Para Reporte Trimestral,Xls,Investigaciones / Macroeconómicas,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Servicios corporativos,Servicios corporativos,Fileserver,Maximo que determine la ley
179,Presidencia,Análisis económico,Serv Corporativos / Seguimiento Sectorial,Listado De Proyectos De Infraestructura En Todos Los Sectores Con Sus Formulaciones Y Filtros (Geográfico Y Etapa),Xls /Docx /PDF,Investigaciones / Macroeconómicas,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Servicios corporativos,Servicios corporativos,Fileserver,Maximo que determine la ley
180,Vp Desarrollo de Negocios e Innovación,Jefatura de Investigaciones Económicas,Benchmark Financiero,Base De Datos Benchmark Financiero De Empresas Del Estado Y Bancos De Desarrollo (Local E Internacional) (Excel - Carpeta),Xls,Informes / Informes De Gestión,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Jefatura de Investigaciones Económicas,Jefatura de Investigaciones Económicas,Fileserver,Maximo que determine la ley
181,Vp Desarrollo de Negocios e Innovación,Jefatura de Investigaciones Económicas,Información Cartera,Seguimiento Al Sector Financiero Colombiano De Colocación De Cartera (Excel - Carpeta),Xls,Informes / Informes De Gestión,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Jefatura de Investigaciones Económicas,Jefatura de Investigaciones Económicas,Fileserver,Maximo que determine la ley
182,Vp Desarrollo de Negocios e Innovación,Jefatura de Investigaciones Económicas,Reporte Proyecciones Económicas,"Reporte Mensual Que Consolida Las Proyecciones Económicas (Macro, Sectoriales Y Especiales)",Xls,Informes / Informes De Gestión,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Jefatura de Investigaciones Económicas,Jefatura de Investigaciones Económicas,Fileserver,Maximo que determine la ley
184,Gerencia De Auditoría,Auditoría,Actas De Comité De Auditoria,Actas De Comité De Auditoria (Bimestral),PDF,Actas / Actas De Comité De Auditoria,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vicepresidencia Juridica Y Secretaria General - Gerencia de Auditoría,Vicepresidencia Juridica Y Secretaria General,Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=1827774&objAction=browse&viewType=1,Maximo que determine la ley
186,Gerencia De Auditoría,Auditoría,Gestión de ejecución de Auditorías internas,"Documentos que soportan la ejecución de auditorías realizadas en un año:
* 01 - Memorando De Entendimiento 
* 02 - Programa Y Matriz De Riesgos
* 04 - Entrevista
* 00 - Check List Supervisión
* Nombre corto del control - PC
* 03 - Apertura auditoría
* 05 - Informe De Auditoría",Xlsx/ PDF/Docx,Evaluaciones / Evaluaciones De Auditoria,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gerencia De Auditoria Interna,Gerencia De Auditoria Interna,Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=759926&objAction=browse&viewType=1,Maximo que determine la ley
187,Gerencia De Auditoría,Auditoría,Gestión de Aseguramiento Y Mejora De La Calidad,"Documentos que soportan el cumplimiento de estandares:
* Evaluaciones internas o externas
* Acta de comité primario",Docx / PDF,Evaluaciones / Evaluaciones De Auditoria,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gerencia De Auditoria Interna,Gerencia De Auditoria Interna,Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=759926&objAction=browse&viewType=1,Maximo que determine la ley
188,Gerencia De Auditoría,Auditoría,Gestión de Terminación De Auditorias Y Emisión De Informes,"Documentos que soportan la terminación de las auditorías internas:
* Informe final de auditoría
* Planes de mejoramiento de auditoría
* Seguimientos de planes de acción",PDF,Evaluaciones / Evaluaciones De Auditoria,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gerencia De Auditoria Interna,Gerencia De Auditoria Interna,Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=759926&objAction=browse&viewType=1,Maximo que determine la ley
189,Gerencia De Auditoría,Auditoría,Gestión de Planeación anual,"Documentos que soportan la planeación anual de la gerencia de auditoría:
* Cronograma
* Matriz De planificación anual basada en riesgos
* Universo De Auditoría
* Plan Estratégico Auditoría Interna
* Memorando de planeación",Xlsx/PDF/Docx,Evaluaciones / Evaluaciones De Auditoria,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gerencia De Auditoria Interna,Gerencia De Auditoria Interna,Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=759926&objAction=browse&viewType=1,Maximo que determine la ley
192,Gerencia De Auditoría,Auditoría,Evaluaciones De Aseguramiento Y Calidad De Auditoria Interna,Evaluaciones De Aseguramiento Y Calidad De Auditoria Interna,Docx / PDF,Evaluaciones / Evaluaciones De Aseguramiento Y Calidad De Auditoria Interna,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gerencia De Auditoria Interna,Gerencia De Auditoria Interna,Fileserver,Maximo que determine la ley
193,Gerencia De Auditoría,Auditoría,Informes De Auditorías Internas,Informes De Auditorías Internas,Docx / PDF,Informes  / Informes De Auditorías Internas,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gerencia De Auditoria Interna,Gerencia De Auditoria Interna,Fileserver,Maximo que determine la ley
194,Gerencia De Auditoría,Auditoría,Plan De Auditoria,Plan De Auditoria,Docx / PDF,Planes / Plan De Auditoria,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gerencia De Auditoria Interna,Gerencia De Auditoria Interna,Fileserver,Maximo que determine la ley
196,Gerencia De Auditoría,Auditoría,Portal Auditool,Portal web  para Consulta Metodológica Del Proceso De Auditoría,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gerencia De Auditoria Interna,Auditools,www.auditool.org,Maximo que determine la ley
197,Gerencia De Auditoría,Auditoría,Portal Web Iia (Colombia Y Global),Consulta Metodológica Del Proceso De Auditoría,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Auditoría,Auditoría,https://www.iiacolombia.com/,Maximo que determine la ley
198,Gerencia De Auditoría,Auditoría,Seguimiento A Hallazgos De Auditoría,Seguimiento A Hallazgos De Auditoría,Docx / PDF,Planes / Plan De Mejoramiento De Riesgos,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Auditoría,Auditoría,Fileserver,Maximo que determine la ley
199,Gerencia De Auditoría,Auditoría,Gestión De Auditoría,"Programa De Auditoría, Planeación Y Ejecución",Docx / PDF,Planes / Plan De Mejoramiento De Riesgos,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Auditoría,Auditoría,Fileserver,Maximo que determine la ley
200,Presidencia,Comunicaciones externas,Comunicados De Prensa,Comunicados De Prensa,Docx / PDF,Comunicados / Comunicados De Prensa,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Comunicaciones Externas,Comunicaciones Externas,Fileserver,Maximo que determine la ley
201,Mercado de Capitales,Desarrollo de mercado de capitales DMC,Estrategia/Desarrollo / Carpeta Compartida Mercado De Capital,"Negocios Que Ejecuta El Área (Estructuraciones De Emisiones De Bonos En El Mercado De Capitales, Contratos, Modelos Financieros, Docs Soporte)",Xls /Docx /PDF,Investigaciones / Macroeconómicas,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Desarrollo De Mercado De Capitales Dmc,Desarrollo De Mercado De Capitales Dmc,Fileserver,Maximo que determine la ley
202,Mercado de Capitales,Desarrollo de mercado de capitales DMC,Plan De Negocios Fdn,Plan De Negocios Fdn,Docx / PDF,Investigaciones / Macroeconómicas,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Desarrollo De Mercado De Capitales Dmc,Desarrollo De Mercado De Capitales Dmc,Fileserver,Maximo que determine la ley
203,Mercado de Capitales,Desarrollo de mercado de capitales DMC,Plan Estratégico Corporativo,Plan Estratégico Corporativo,Docx / PDF,Investigaciones / Macroeconómicas,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Desarrollo De Mercado De Capitales Dmc,Desarrollo De Mercado De Capitales Dmc,Fileserver,Maximo que determine la ley
204,Mercado de Capitales,Desarrollo de mercado de capitales DMC,Plan Sectorial,Plan Sectorial,Docx / PDF,Investigaciones / Macroeconómicas,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Desarrollo De Mercado De Capitales Dmc,Desarrollo De Mercado De Capitales Dmc,Fileserver,Maximo que determine la ley
205,Mercado de Capitales,Desarrollo de mercado de capitales DMC,Estructuración De Emisión De Bonos,Búsqueda Información,Docx / PDF,Investigaciones / Macroeconómicas,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Desarrollo De Mercado De Capitales Dmc,Desarrollo De Mercado De Capitales Dmc,Fileserver,Maximo que determine la ley
206,Mercado de Capitales,Desarrollo de mercado de capitales DMC,Acuerdos marco de cooperación,Es un acuerdo firmado con los fondos se donde se establecen las condiciones de la plataforma,Docx / PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Desarrollo De Mercado De Capitales Dmc,Desarrollo De Mercado De Capitales Dmc,Fileserver,Maximo que determine la ley
207,Mercado de Capitales,Desarrollo de mercado de capitales DMC,Frente de fondos y gestores,Información de los gestores de la plataforma (apoyar al desarrollo de la deuda privada),Xls /Docx /PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Desarrollo De Mercado De Capitales Dmc,Desarrollo De Mercado De Capitales Dmc,Fileserver,Maximo que determine la ley
208,Mercado de Capitales,Desarrollo de mercado de capitales DMC,Activos publicos,Datos de negocio,Xls /Docx /PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Desarrollo De Mercado De Capitales Dmc,Desarrollo De Mercado De Capitales Dmc,Fileserver,Maximo que determine la ley
209,Mercado de Capitales,Desarrollo de mercado de capitales DMC,Modelo de negocio de mercado de capitales,Documentación asociada a la creación del areas,Docx / PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Desarrollo De Mercado De Capitales Dmc,Desarrollo De Mercado De Capitales Dmc,Fileserver,Maximo que determine la ley
210,Mercado de Capitales,Desarrollo de mercado de capitales DMC,Reporte rendición de cuentas controloria,Reporte rendición de cuentas controloria,Docx / PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Desarrollo De Mercado De Capitales Dmc,Desarrollo De Mercado De Capitales Dmc,Fileserver,Maximo que determine la ley
211,Mercado de Capitales,Desarrollo de mercado de capitales DMC,Sectores,Informe de sectores,Docx / PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Desarrollo De Mercado De Capitales Dmc,Desarrollo De Mercado De Capitales Dmc,Fileserver,Maximo que determine la ley
212,Mercado de Capitales,Desarrollo de mercado de capitales DMC,Seguimiento mercado de capitales,"Tableros de gestión, presentaciones",Xls,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Desarrollo De Mercado De Capitales Dmc,Desarrollo De Mercado De Capitales Dmc,Fileserver,Maximo que determine la ley
213,Mercado de Capitales,Desarrollo de mercado de capitales DMC,Transacciones,Transacciones,Xls /Docx /PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Desarrollo De Mercado De Capitales Dmc,Desarrollo De Mercado De Capitales Dmc,Fileserver,Maximo que determine la ley
214,Mercado de Capitales,Desarrollo de mercado de capitales DMC,Modelo de comisiones,Modelo de comisiones,Xls /Docx /PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Desarrollo De Mercado De Capitales Dmc,Desarrollo De Mercado De Capitales Dmc,Fileserver,Maximo que determine la ley
220,Gerencia de Talento Humano y Administrativa,Dirección Administrativa,User printing - logs,Registro De Movimientos De Impresión De Usuarios; Reporte Consumo Impresión Fotocopia,Xls /Docx / PDF,Instrumentos De Control / Control De Elementos Y Activos,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Dirección Administrativa,Fileserver: \\FDNFS\Administrativa\Direccion Administrativa\Indicadores de gestion Dir. Administrativa\Indicadores de gestion 2022\Impresion,Maximo que determine la ley
221,Gerencia de Talento Humano y Administrativa,Dirección Administrativa,Enterpise Scan,Software para digitalización De Documentos de correspondencia,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Jefatura de Operación y Soporte TI,Local en equipos,Maximo que determine la ley
222,Gerencia de Talento Humano y Administrativa,Dirección Administrativa,Sistema CCTV,Sistema para registro de circuito cerrado de tv de la FDN,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Jefatura de Operación y Soporte TI,Validar con Tecnología,Maximo que determine la ley
223,Gerencia de Talento Humano y Administrativa,Dirección Administrativa,Ordenes y Contratos,Consolidado para la gerencia ITC de proveedores activos de la FDN,Xls /Docx /PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Dirección Administrativa,Fileserver,Maximo que determine la ley
224,Gerencia de Talento Humano y Administrativa,Dirección Administrativa,Información De Proveedores para registro y causación,"Registro De Información Tributaria, Bancaria Y General De Los Proveedores De La Fdn, Documentos De Identidad. Certificaciones bancarias",Docx / PDF/ Xls,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Dirección Administrativa,"Pegaso:https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=255392&objAction=browse&viewType=1
SAP - Modulo causación y pagos (MM)
Transacción creación terceros XK01",Maximo que determine la ley
225,Gerencia de Talento Humano y Administrativa,Dirección Administrativa,Certificaciones Bancarias De Terceros,Números De Cuentas Bancarias De Proveedores Y Terceros Registradas En Los Campos Habilitados Para Sap,Docx / PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión Administrativa,Gestión Administrativa,Fileserver,Maximo que determine la ley
